Emplid,Employee Name,Employee Email ID,Grade,Employee Status,Hire Date,Past Experience,Current Experience,Total Experience,Location Category ,Country,City ,Pool Description ,Department ID ,Business Unit,Project Category ,SL/IND_CLUSTER,Customer,SSL/POD,Project Id,Project Name,Project Mgr PSID,Project Mgr Name,Project Type,Billing Type,Project Status,Project Role,Task Type,Action Reason,Establishment Date,Resource Start Date ,Resource End Date,Analysis Type,Supervisor Id,Supervisor Name,Supervisor Email ID,Assignment So Id ,Hire So Id,Master Account,Marketing Geo,First Billable Assignment start date Recorded in system ,Hiring Channel,Project Based SL,Project Based SSL,Project Account,Customer Name,Resource Based SL,Resource Based SSL,% Allocation,Allocation % count,Forecast Date,Future Allocation,Skiil,Confirm release,Project end date,LWD,Exit,Bench aging,D rated,Status,PSSL,Campus/Lateral,Campus status,G2,Bench allocation category,NE under bench,NE under bench Duration,Onsite status,Final Status,Bench Gird,Status without BZ,Comments as of today,Release Week?,Current or Future Bench,Exit date (+60 days),Exit Week,OC,ll,Leave type,BZ resources,Concatenation,revised end date,Allocation % Status,RM Status for BZ,CMP,Total Allocation %,CAO,CAO Bench Project,BNH_BNHP Projects,Project based SL,Validation,Project based SSL,Validation.1,Final Status Category,Final Status Sub Category,CAO Status,Releases in Next 30 days and beyond,Project Start Date,Ageing (Today - Tentative Billing Start date),Tentative Billing Start date,Release Month,Confirm Release Period,Resignation Submitted Date,Validation.2,Ratings?,TalentX  - Core Skill,TalentX  Primary & Seconday Skills,RM,Final Status RM Deployement back,"Talent Core, Primary and Secondary",a,Unnamed: 111, 
24884,Kavya Mehta,kavya.mehta@itcinfotech.com,DP1,Employee,6/25/2021,9.7,0.3,10.0,Onsite,Australia,SYDNEY,Pool for CMS,GIC_CMS,I3LKN,DLMGT,CAO,Goldman Sachs,GIC_ERP,62021,BAT_DM,28423,"Anita,Shah",DLMGT,T&M,A,PROGRAM MANAGER,IN,LAT,6/25/2021,7/9/2021,3/29/2025,BIL,40938,Ravi Dutta,ravi.dutta@itcinfotech.com,2877913,9392777,Goldman Sachs,I2B,9/7/2020,DCR,CAO,BZDAI,Goldman Sachs,Goldman Sachs,CAO,ADM,50,0.5,3/23/2027,,UI/UX Design,Unclear,3/29/2025,1/28/2026,Exit by 14th May 26,15.5,D1,Resigned,,Lateral,Released From Project,,50% to 99% on bench,,SO Awaited,,NAFD - Resigned,31-60 days,Resigned,,Releases by 7th February 27,Future bench,5/28/2025,Exit by 15th April 27,,,,,2488462021,3/31/2025,,,,50,BSH India,AON,Other,CAO,,ITC,,New Hire to be allocated to projects,NAFD - Resigned,,Release in 30 days,7/9/2021,,3/9/2026,Mar-25,,1/17/2026,,D2,UI/UX Design,"Azure DevOps, Ansible",Joyce Ross,,"-UI/UX Design, Azure DevOps, Ansible",Mar-25,,
42289,Gaurav Das,gaurav.das@itcinfotech.com,IS4,Employee,2/15/2022,14.5,4.8,19.3,Onsite,Netherlands,AMSTERDAM,Pool for ABINV CS,BCG,I2CAN,DE,COMP_SEC,Goldman Sachs Services India,CIO_SERV_MGT,31001,GARTNER_CLOUD,67520,"Gaurav,Sen",DE,"FP,T&M",P,CONSULTANT,IN,REG,2/15/2022,3/13/2022,12/3/2024,BIL,92752,Ravi Sarkar,ravi.sarkar@itcinfotech.com,6321470,7816395,Goldman Sachs Services India,I3L,11/30/2024,LNP,COMP_SEC,DXP_SAAS,Goldman Sachs Services India,Goldman Sachs Services India,COMP_SEC,ITCSMG,25,0.25,1/22/2026,BE,SAP ABAP,Unclear,12/3/2024,5/27/2026,,120.6,,Billed,,Campus,Without FBD,,25% to 50% on bench,12/1/2026,Awaiting project extension,,Allocated to Billable Project,<30 days,Billed,,Releases by 25th January 27,Current bench,2/1/2025,Exit by 21th March 27,,,,,4228931001,11/26/2024,,,,25,ACCOR SA,KONE,BNHP,COMP_SEC,Yes,,Yes,,Allocated to Billable Project,New,Release in 60 days,3/13/2022,,10/23/2026,Dec-24,,,,D2,SAP ABAP,"Terraform, Kafka",Sandya S,Yes,"-SAP ABAP, Terraform, Kafka",Dec-24,,
42716,Rahul Singh,rahul.singh@itcinfotech.com,IS7,Non-Employee,4/13/2025,14.1,3.6,17.7,Offshore,Saudi Arabia,RIYADH,Pool for ABINV AD,BLACKROCK,I2ARE,DEPT,COO,Driscoll India,CROWN_PACK,16525,ERP_SAP_IMPL,62564,"Meera,Sharma",DEPT,T&M,A,GDC_DEV,LL,REG,4/13/2025,5/7/2025,1/28/2027,BIL,91003,Vikram Pillai,vikram.pillai@itcinfotech.com,8195804,5364723,Driscoll India,I3L,8/21/2024,3PT,COO,CMS,Driscoll India,Driscoll India,COO,ITCICL,50,0.5,2/25/2027,NE,Terraform,Extension to be performed/Initiated,1/28/2027,12/13/2025,Exit by 15th April 26,344.0,D1,Resigned,DAY-0-DLY,Lateral,Without FBD,,50% to 99% on bench,,Awaiting project extension,,NAFD - Resigned,>91 days,Resigned,,Releases by 5th February 27,Current bench,3/29/2027,Exit by 28th May 27,,,,,4271616525,3/15/2027,Equal 100,,,50,Baker Hughes India,GARTNER,Other,COO,No,BZDAI,No,New Hire to be allocated to projects,NAFD - Resigned,Old,Release in 60 days,5/7/2025,,3/23/2027,Jan-27,,1/23/2026,,D1,Terraform,"TypeScript, React",Gauri Tiwari,Unclear,"-Terraform, TypeScript, React",Jan-27,,
90960,Anita Mehta,anita.mehta@itcinfotech.com,DM5,Employee,9/3/2025,7.0,7.0,14.0,Onsite,United Kingdom,LONDON,Pool for ACCOR AD,GIC_ERP,I2CHE,BDMGT,EMEA,Goldman Sachs Services India,CROWN_PACK,10702,ERP_SAP_IMPL,43247,"Naveen,Mishra",BDMGT,"FP,T&M",A,PROGRAM MANAGER,NI,REI,9/3/2025,9/23/2025,4/18/2029,BIL,76131,Arun Das,arun.das@itcinfotech.com,7391073,6075231,Goldman Sachs Services India,APAC,12/13/2020,RBG,EMEA,ITC,Goldman Sachs Services India,Goldman Sachs Services India,EMEA,CMS,100,1.0,3/29/2026,BE,Azure DevOps,Unclear,4/18/2029,10/14/2025,,357.0,,Billed,BLACKROCK,Campus,Released From Project,,100% on bench,,HR Action,,Allocated to Billable Project,>91 days,Billed,,Releases by 5th February 27,Current bench,6/17/2029,Exit by 4th April 27,,,,,9096010702,3/24/2029,Equal 100,,,100,ACCOR SA,ADGM,Other,EMEA,,ITC,No,,Allocated to Billable Project,,Release in 30 days,9/23/2025,,1/11/2025,Apr-29,,,,D2,Azure DevOps,"MongoDB, DevOps",Rohan Bernard,Unclear,"-Azure DevOps, MongoDB, DevOps",Apr-29,,
67117,Pooja Nair,pooja.nair@itcinfotech.com,BC4,Employee,9/12/2019,2.2,1.8,4.0,Offshore,Netherlands,AMSTERDAM,Pool for ABINV CS,GIC_CMS,I2CHE,FI,TALENT_MGMT,Fairview Health Services,GIC_ERP,33678,ERP_SAP_IMPL,32058,"Arjun,Pillai",FI,FP,A,PROGRAM MANAGER,NE,SEC,9/12/2019,9/29/2019,3/18/2023,BIL,76681,Rahul Iyer,rahul.iyer@itcinfotech.com,5576682,4563416,Fairview Health Services,I3L,10/18/2023,REI,TALENT_MGMT,DXP_SAAS,Fairview Health Services,Fairview Health Services,TALENT_MGMT,ADM,25,0.25,2/24/2026,NI,Salesforce,Unclear,3/18/2023,,,82.6,,Allocated under project,BLACKROCK,Lateral,,,25% to 50% on bench,,HR Action,,Proposed - Pending Interview,<30 days,Allocated under project,,Releases by 27th February 27,Future bench,5/17/2023,Exit by 5th May 27,,,,,6711733678,2/26/2023,Exceeds 100%,,,25,ACCOR SA,AON,BNH,TALENT_MGMT,,ITC,,New Hire to be allocated to projects,Proposed - Pending Interview,New,Released to Bench,9/29/2019,,7/13/2025,Mar-23,,,,D2,Salesforce,".NET Core, SAP S4 HANA",Aishwarya M2,Yes,"-Salesforce, .NET Core, SAP S4 HANA",Mar-23,,
69388,Divya Chatterjee,divya.chatterjee@itcinfotech.com,IS3,Non-Employee,5/20/2024,9.7,2.6,12.3,Offshore,South Africa,JOHANNESBURG,Pool for CMS,GIC_INFRA,I2CAN,SE,TALENT_MGMT,ABB India Limited,CROWN_PACK,74336,BAT_DM,66670,"Sneha,Shah",SE,FP,P,GDC_DEV,NI,RED,5/20/2024,5/24/2024,7/30/2026,BIL,50645,Divya Ghosh,divya.ghosh@itcinfotech.com,3202624,7023763,ABB India Limited,I3L,7/3/2021,FTE,TALENT_MGMT,ITC,ABB India Limited,ABB India Limited,TALENT_MGMT,ITC,25,0.25,2/19/2026,,Artificial Intelligence,Extension to be performed/Initiated,7/30/2026,,,274.0,,BZ,,Campus,Released From Project,,25% to 50% on bench,7/10/2026,Awaiting project extension,,Unclear,>91 days,Available,,Releases by 3th January 27,Current bench,9/28/2026,Exit by 17th April 27,,,,95729,6938874336,8/28/2026,,,,25,AB InBev GCC Services India Pvt Ltd,KONE,BNH,TALENT_MGMT,No,DXP_SAAS,No,,Unclear,New,Released to Bench,5/24/2024,,4/1/2027,Jul-26,,,,D2,Artificial Intelligence,"Kafka, Data Engineering",Sandya S,Yes,"-Artificial Intelligence, Kafka, Data Engineering",Jul-26,,
72601,Geeta Mukherjee,geeta.mukherjee@itcinfotech.com,BC6,Employee,5/15/2021,4.4,0.4,4.8,Onsite,United States,NEW YORK,Pool for BAT,GIC_INFRA,I2CHE,INV,TALENT_MGMT,BlackRock Inc,GIC_CMS,15932,BAT_DM,20917,"Rekha,Gupta",INV,FP,P,PROGRAM MANAGER,IN,DEP,5/15/2021,6/10/2021,11/1/2023,BIL,64558,Kiran Menon,kiran.menon@itcinfotech.com,5993696,6267145,BlackRock Inc,ITC,1/14/2021,REG,TALENT_MGMT,DXP_SAAS,BlackRock Inc,BlackRock Inc,TALENT_MGMT,ITC,25,0.25,6/20/2027,BE,SAP S4 HANA,Extension to be performed/Initiated,11/1/2023,9/17/2025,,54.7,D2,Available,,Lateral,Allocated,,25% to 50% on bench,1/6/2026,Awaiting project extension,,Available for mapping,<30 days,Available,,Releases by 1th January 27,Future bench,12/31/2023,Exit by 21th April 27,,,,,7260115932,11/29/2023,,,,25,ABB India Limited,AON,BNH,TALENT_MGMT,No,ITC,,,Available for mapping,New,Beyond 60 days,6/10/2021,,3/14/2026,Nov-23,,,,D2,SAP S4 HANA,"Python, Terraform",Vimal Malhotra,Yes,"-SAP S4 HANA, Python, Terraform",Nov-23,,
11818,Priya Patel,priya.patel@itcinfotech.com,ISC,Employee,2/10/2020,9.7,5.2,14.9,Onsite,Malaysia,KUALA LUMPUR,Pool for ACCOR AD,GIC_INFRA,I2DEU,DLMGT,CIO_SERV,ACCOR SA,GIC_CMS,16674,BAT_DM,53758,"Arun,Sen",DLMGT,FP,P,ASSOCIATE CONS,LL,DSC,2/10/2020,3/8/2020,5/1/2021,BIL,11032,Vikram Kumar,vikram.kumar@itcinfotech.com,2722408,8244199,ACCOR SA,I3L,3/29/2022,RBG,CIO_SERV,CMS,ACCOR SA,ACCOR SA,CIO_SERV,ITC,100,1.0,8/3/2026,,DevOps,Confirmed Release,5/1/2021,,,96.3,,Billed,BLACKROCK,Campus,,,100% on bench,3/9/2027,HR Action,,Allocated to Billable Project,61-90 days,Billed,,Releases by 18th January 27,Current bench,6/30/2021,Exit by 9th March 27,,,,,1181816674,5/24/2021,Exceeds 100%,,,100,BlackRock Inc,AON,Other,CIO_SERV,,ITC,No,,Allocated to Billable Project,Old,Beyond 60 days,3/8/2020,,5/8/2026,May-21,,,,D1,DevOps,"Terraform, .NET Core",Joyce Ross,No,"-DevOps, Terraform, .NET Core",May-21,,
35192,Ravi Sen,ravi.sen@itcinfotech.com,IS2,Employee,9/11/2023,13.2,5.8,19.0,Onsite,Australia,SYDNEY,Pool for DATA,BCG,I2FRA,DEPT,DIGI_EXP,Driscoll India,CROWN_PACK,40765,ERP_SAP_IMPL,37450,"Amit,Banerjee",DEPT,T&M,A,ASSOCIATE CONS,UN,EXT,9/11/2023,9/18/2023,8/12/2026,BIL,82984,Rahul Mukherjee,rahul.mukherjee@itcinfotech.com,1789356,1304180,Driscoll India,APAC,5/31/2022,LAT,DIGI_EXP,DXP_SAAS,Driscoll India,Driscoll India,DIGI_EXP,ITC,100,1.0,4/25/2027,NE,Artificial Intelligence,Unclear,8/12/2026,,,326.6,,Allocated under project,CIO_SERV_MGT,Campus,,,100% on bench,,0,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 25th January 27,Current bench,10/11/2026,Exit by 25th March 27,,,,,3519240765,8/16/2026,Equal 100,,,100,BlackRock Inc,GOLDMAN_S,BNHP,DIGI_EXP,No,,Yes,New Hire to be allocated to projects,Proposed - Pending Interview,Old,Released to Bench,9/18/2023,,5/15/2025,Aug-26,,,,,Artificial Intelligence,"MongoDB, Microservices",Naresh Chopra,Yes,"-Artificial Intelligence, MongoDB, Microservices",Aug-26,,
15501,Vijay Mishra,vijay.mishra@itcinfotech.com,IS7,Employee,4/29/2019,10.9,5.7,16.6,Onsite,United States,NEW YORK,Pool for ACCOR AD,GIC_INFRA,I2AUS,DEPT,I3L_CORPORATE,Goldman Sachs,CAMPUS_BATCH,64396,ERP_SAP_IMPL,57270,"Rekha,Rao",DEPT,T&M,P,GDC_DEV,NE,LAT,4/29/2019,5/26/2019,7/19/2021,BIL,92502,Pooja Singh,pooja.singh@itcinfotech.com,5117989,3543614,Goldman Sachs,I3L,10/11/2024,FTE,I3L_CORPORATE,ITC,Goldman Sachs,Goldman Sachs,I3L_CORPORATE,ADM,100,1.0,1/6/2027,NI,SQL,Extension to be performed/Initiated,7/19/2021,,,78.0,,OC,BLACKROCK,Lateral,Released From Project,,100% on bench,6/14/2027,SO Awaited,,No Open Demands,<30 days,OC,,Releases by 11th February 27,Future bench,9/17/2021,Exit by 13th May 27,66894,,,,1550164396,6/26/2021,Exceeds 100%,,,100,BSH India,KONE,BNHP,I3L_CORPORATE,,DXP_SAAS,,,No Open Demands,New,Released to Bench,5/26/2019,,6/10/2025,Jul-21,,,,D2,SQL,"Data Engineering, DevOps",Sandya S,,"-SQL, Data Engineering, DevOps",Jul-21,,
82562,Naveen Das,naveen.das@itcinfotech.com,BC6,Non-Employee,11/10/2021,13.8,5.6,19.4,Offshore,Poland,WARSAW,Pool for DATA,GIC_INFRA,I2ROM,SE,SSINDBRNCH,Goldman Sachs,CAMPUS_BATCH,38014,GIC_INFRA,22166,"Suresh,Sinha",SE,FP,P,PROGRAM MANAGER,IN,REG,11/10/2021,11/10/2021,6/4/2024,BIL,77065,Sunita Sen,sunita.sen@itcinfotech.com,6238726,9746564,Goldman Sachs,APAC,1/27/2024,LNP,SSINDBRNCH,CMS,Goldman Sachs,Goldman Sachs,SSINDBRNCH,ITC,100,1.0,6/25/2027,NI,Ansible,Unclear,6/4/2024,6/17/2026,,443.9,,Billed,DAY-0-DLY,Lateral,Without FBD,,100% on bench,12/29/2026,SO Awaited,,Allocated to Billable Project,<30 days,Billed,,Releases by 25th March 27,Current bench,8/3/2024,Exit by 4th April 27,,,,,8256238014,6/12/2024,,,,100,BSH India,AON,BNH,SSINDBRNCH,No,BZDAI,,New Hire to be allocated to projects,Allocated to Billable Project,,Released to Bench,11/10/2021,,9/18/2026,Jun-24,,,,D2,Ansible,"Machine Learning, TypeScript",Pratik Rajput,Unclear,"-Ansible, Machine Learning, TypeScript",Jun-24,,
85073,Ravi Das,ravi.das@itcinfotech.com,DP1,Non-Employee,10/11/2020,2.9,6.2,9.1,Onsite,India,MUMBAI,Pool for ABINV AD,HRBPH,HRBCA,INV,TALENT_MGMT,Driscoll India,GIC_ERP,93422,ERP_SAP_IMPL,65498,"Gaurav,Roy",INV,T&M,P,PROGRAM MANAGER,LL,RED,10/11/2020,10/14/2020,8/16/2023,BIL,67682,Pooja Ghosh,pooja.ghosh@itcinfotech.com,9213136,7994796,Driscoll India,I2B,11/2/2024,CMP,TALENT_MGMT,ITC,Driscoll India,Driscoll India,TALENT_MGMT,ITCICL,100,1.0,6/13/2027,NE,React,Confirmed Release,8/16/2023,,,356.1,,Support,BLACKROCK,Lateral,Released From Project,,100% on bench,1/14/2027,SO Awaited,,Proposed - Feedback Awaiting,>91 days,Support,,Releases by 4th January 27,Current bench,10/15/2023,Exit by 12th March 27,,,,,8507393422,8/23/2023,Equal 100,,,100,British American Tobacco Shared Services,BSH,BNHP,TALENT_MGMT,No,ITC,No,,Proposed - Feedback Awaiting,Old,Beyond 60 days,10/14/2020,,8/20/2026,Aug-23,,,,D2,React,"Python, SAP ABAP",Vibhanshu Tiwari,,"-React, Python, SAP ABAP",Aug-23,,
28726,Suresh Mukherjee,suresh.mukherjee@itcinfotech.com,DP1,Employee,6/3/2021,12.3,3.9,16.2,Onsite,Singapore,SINGAPORE,Pool for ERP,BAT_DM,I2CHE,BENCH,I2A_CORPORATE,Marriott Hotels India,CROWN_PACK,52626,BAT_DM,21706,"Kunal,Das",BENCH,"FP,T&M",P,CONSULTANT,NI,TRA,6/3/2021,7/1/2021,2/1/2024,BIL,91889,Ajay Menon,ajay.menon@itcinfotech.com,7872422,7496727,Marriott Hotels India,EUROPE,11/8/2024,CMP,I2A_CORPORATE,DATA_IN,Marriott Hotels India,Marriott Hotels India,I2A_CORPORATE,ITCICL,25,0.25,8/9/2026,BE,SAP S4 HANA,Extension to be performed/Initiated,2/1/2024,10/5/2025,,34.7,,Allocated under project,BLACKROCK,Lateral,,,25% to 50% on bench,,HR Action,,Proposed - Pending Interview,<30 days,Allocated under project,,Releases by 19th March 27,Future bench,4/1/2024,Exit by 7th April 27,,,,,2872652626,3/6/2024,Equal 100,,,25,BlackRock Inc,KONE,BNHP,I2A_CORPORATE,Yes,ITC,Yes,New Hire to be allocated to projects,Proposed - Pending Interview,,Release in 60 days,7/1/2021,,7/7/2025,Feb-24,,,,,SAP S4 HANA,"ServiceNow, Python",Naresh Chopra,,"-SAP S4 HANA, ServiceNow, Python",Feb-24,,
79932,Sunil Mukherjee,sunil.mukherjee@itcinfotech.com,GAP,Employee,7/4/2018,2.7,0.2,2.9,Onsite,United Kingdom,LONDON,Pool for DATA,BCG,I2NLD,OD,CIO_SERV,Driscoll India,GIC_CMS,61110,GIC_INFRA,22942,"Kunal,Kumar",OD,FP,A,PROGRAM MANAGER,BE,RED,7/4/2018,7/19/2018,9/4/2019,BIL,51948,Amit Kulkarni,amit.kulkarni@itcinfotech.com,3390091,7926017,Driscoll India,I3L,11/7/2022,LAT,CIO_SERV,ITC,Driscoll India,Driscoll India,CIO_SERV,CMS,75,0.75,12/15/2026,NI,React,Confirmed Release,9/4/2019,,,46.4,,LL/IN/INT,DAY-0-DLY,Campus,Allocated,,50% to 99% on bench,,Awaiting project extension,,NAFD - Long Leave,<30 days,LL/IN/INT,,Releases by 16th January 27,Future bench,11/3/2019,Exit by 14th March 27,,,Maternity Leave I / II Child,,7993261110,9/3/2019,Equal 100,,,75,Baker Hughes India,BSH,BNH,CIO_SERV,Yes,BZDAI,No,,NAFD - Long Leave,,Released to Bench,7/19/2018,,3/24/2026,Sep-19,,,,D2,React,"Artificial Intelligence, Machine Learning",Rohan Bernard,Yes,"-React, Artificial Intelligence, Machine Learning",Sep-19,,
75592,Smita Bose,smita.bose@itcinfotech.com,ISC,Employee,11/20/2019,6.8,0.0,6.8,Onsite,India,MUMBAI,Pool for ABINV CX,BAT_DM,HRBAU,BILL,DXP,Baker Hughes India,CAMPUS_BATCH,49405,BAT_DM,21759,"Pooja,Mukherjee",BILL,FP,P,CONSULTANT,NI,TRA,11/20/2019,12/15/2019,4/30/2022,BIL,61813,Amit Sen,amit.sen@itcinfotech.com,3063211,3342942,Baker Hughes India,APAC,3/21/2024,LAT,DXP,CMS,Baker Hughes India,Baker Hughes India,DXP,ADM,100,1.0,3/10/2027,NE,TypeScript,Unclear,4/30/2022,4/26/2026,,326.9,,Billed,DAY-0-DLY,Lateral,Allocated,,100% on bench,,HR Action,,Allocated to Billable Project,61-90 days,Billed,,Releases by 1th March 27,Current bench,6/29/2022,Exit by 5th March 27,,,,,7559249405,7/27/2022,Equal 100,,,100,ACCOR SA,GOLDMAN_S,Other,DXP,Yes,BZDAI,No,,Allocated to Billable Project,,Release in 30 days,12/15/2019,,7/23/2026,Apr-22,,,,D2,TypeScript,"UI/UX Design, Python",Vinila Kizhakke Valappil,Yes,"-TypeScript, UI/UX Design, Python",Apr-22,,
95078,Rekha Sinha,rekha.sinha@itcinfotech.com,IS9,Employee,7/13/2025,5.6,4.8,10.4,Onsite,South Africa,JOHANNESBURG,Pool for ERP,BLACKROCK,I2DEU,OD,MARKETING,Driscoll India,CAMPUS_BATCH,74724,GARTNER_CLOUD,57579,"Rahul,Dutta",OD,T&M,P,GDC_DEV,LL,DSC,7/13/2025,7/27/2025,4/5/2027,BIL,14822,Ravi Mukherjee,ravi.mukherjee@itcinfotech.com,5710310,9268447,Driscoll India,ITC,2/4/2023,FTE,MARKETING,DATA_IN,Driscoll India,Driscoll India,MARKETING,ITC,100,1.0,12/28/2026,NE,Microservices,Unclear,4/5/2027,,,491.9,,Support,CIO_SERV_MGT,Campus,Allocated,,100% on bench,5/11/2026,0,,Proposed - Feedback Awaiting,31-60 days,Support,,Releases by 17th March 27,Current bench,6/4/2027,Exit by 26th April 27,,,,,9507874724,3/30/2027,,,,100,BSH India,ADGM,BNH,MARKETING,,,Yes,,Proposed - Feedback Awaiting,,Release in 60 days,7/27/2025,,4/13/2027,Apr-27,,,,,Microservices,"Ansible, UI/UX Design",Gauri Tiwari,Yes,"-Microservices, Ansible, UI/UX Design",Apr-27,,
66694,Smita Nair,smita.nair@itcinfotech.com,IS1,Employee,10/24/2023,11.4,7.1,18.5,Onsite,United States,NEW YORK,Pool for ABINV CX,HRBPH,I2DEU,DE,MARKETING,British American Tobacco Shared Services,CIO_SERV_MGT,13653,GARTNER_CLOUD,72910,"Vikram,Nair",DE,T&M,A,CONSULTANT,LL,EXT,10/24/2023,11/7/2023,8/17/2027,BIL,66616,Ravi Sarkar,ravi.sarkar@itcinfotech.com,1403047,6608665,British American Tobacco Shared Services,I2B,6/14/2024,REI,MARKETING,DATA_IN,British American Tobacco Shared Services,British American Tobacco Shared Services,MARKETING,ITCICL,50,0.5,1/6/2027,,Ansible,Confirmed Release,8/17/2027,9/1/2026,,459.3,,Available,BLACKROCK,Campus,Without FBD,,50% to 99% on bench,,SO Awaited,,Available for mapping,<30 days,Available,,Releases by 13th February 27,Current bench,10/16/2027,Exit by 28th March 27,,,,,6669413653,7/26/2027,Equal 100,,,50,BSH India,AON,Other,MARKETING,Yes,ITC,,,Available for mapping,,Release in 30 days,11/7/2023,,6/14/2026,Aug-27,,,,D1,Ansible,"Apache Spark, MongoDB",Rohan Bernard,Yes,"-Ansible, Apache Spark, MongoDB",Aug-27,,
83303,Kiran Tripathi,kiran.tripathi@itcinfotech.com,ISB,Employee,1/28/2019,9.0,5.3,14.3,Onsite,Brazil,SAO PAULO,Pool for BAT,GIC_ERP,I2ROM,INV,GIC_SERV,Driscoll India,GIC_ERP,93540,GARTNER_CLOUD,76702,"Amit,Mehta",INV,T&M,A,ASSOCIATE CONS,NI,SRV,1/28/2019,2/16/2019,6/6/2022,BIL,43591,Sunil Pandey,sunil.pandey@itcinfotech.com,6962475,8063325,Driscoll India,EUROPE,9/18/2020,INF,GIC_SERV,BZDAI,Driscoll India,Driscoll India,GIC_SERV,ITC,25,0.25,8/27/2026,,Salesforce,Confirmed Release,6/6/2022,6/2/2026,,232.6,,Allocated under project,DAY-0-DLY,Lateral,Allocated,,25% to 50% on bench,5/30/2026,Future Allocation,,Proposed - Pending Interview,>91 days,Allocated under project,,Releases by 10th March 27,Current bench,8/5/2022,Exit by 11th April 27,,,,,8330393540,6/23/2022,Equal 100,,,25,British American Tobacco Shared Services,GOLDMAN_S,Other,GIC_SERV,Yes,DXP_SAAS,No,,Proposed - Pending Interview,New,Release in 60 days,2/16/2019,,6/5/2027,Jun-22,,,,D1,Salesforce,"ServiceNow, Terraform",Vimal Malhotra,No,"-Salesforce, ServiceNow, Terraform",Jun-22,,
36379,Divya Pillai,divya.pillai@itcinfotech.com,IS9,Employee,5/3/2023,8.7,7.7,16.4,Onsite,United States,NEW YORK,Pool for CMS,BCG,HRBBE,FI,I2A_CORPORATE,KONE India,CIO_SERV_MGT,62469,BAT_DM,34149,"Rahul,Patel",FI,T&M,P,GDC_DEV,NE,SRV,5/3/2023,5/25/2023,1/6/2027,BIL,10881,Deepa Mukherjee,deepa.mukherjee@itcinfotech.com,7087061,1165961,KONE India,ITC,7/16/2023,FTE,I2A_CORPORATE,ITC,KONE India,KONE India,I2A_CORPORATE,ADM,75,0.75,12/6/2026,NI,MongoDB,Unclear,1/6/2027,12/21/2025,,82.0,,Allocated under project,CIO_SERV_MGT,Campus,,,50% to 99% on bench,,Future Allocation,,Proposed - Pending Interview,61-90 days,Allocated under project,,Releases by 24th January 27,Future bench,3/7/2027,Exit by 11th March 27,,,,,3637962469,1/7/2027,Equal 100,,,75,AB InBev GCC Services India Pvt Ltd,GOLDMAN_S,BNHP,I2A_CORPORATE,Yes,ITC,Yes,New Hire to be allocated to projects,Proposed - Pending Interview,,Release in 60 days,5/25/2023,,5/23/2027,Jan-27,,,,,MongoDB,"Python, SAP S4 HANA",Shubham Lahiri,No,"-MongoDB, Python, SAP S4 HANA",Jan-27,,
24544,Kavya Bose,kavya.bose@itcinfotech.com,IS3,Employee,9/10/2020,14.7,8.0,22.7,Onsite,Netherlands,AMSTERDAM,Pool for BAT,HRBPH,HRBTB,BILL,COO,AB InBev GCC Services India Pvt Ltd,CIO_SERV_MGT,16980,GARTNER_CLOUD,92504,"Rekha,Das",BILL,"FP,T&M",A,PROGRAM MANAGER,LL,DEP,9/10/2020,9/21/2020,10/23/2023,BIL,46709,Sanjay Joshi,sanjay.joshi@itcinfotech.com,3121622,9527346,AB InBev GCC Services India Pvt Ltd,I2B,3/5/2022,REI,COO,ITC,AB InBev GCC Services India Pvt Ltd,AB InBev GCC Services India Pvt Ltd,COO,ADM,100,1.0,6/25/2026,,SAP S4 HANA,Extension to be performed/Initiated,10/23/2023,12/1/2025,,60.1,D1,OC,DAY-0-DLY,Lateral,Without FBD,,100% on bench,6/23/2027,Awaiting project extension,,No Open Demands,>91 days,OC,,Releases by 16th February 27,Future bench,12/22/2023,Exit by 19th April 27,93637,,,,2454416980,1/18/2024,,,,100,BSH India,GARTNER,BNHP,COO,Yes,BZDAI,No,New Hire to be allocated to projects,No Open Demands,New,Release in 60 days,9/21/2020,,6/24/2026,Oct-23,,,,D2,SAP S4 HANA,"AWS, TypeScript",Shubham Lahiri,No,"-SAP S4 HANA, AWS, TypeScript",Oct-23,,
